,id,amountIn,amountInUSD,amountOut,amountOutUSD,timestamp,tokenIn,tokenOut
35,0x0002ea03a9f19ad95a9e9a89e77670a510962bbd9a42c3f45f34f673fae7693a-291,159580832454,159580.832454,131375328460179736637,159342.7739399207275661227702880451,1672004819,"{'name': 'USD Coin', 'symbol': 'USDC'}","{'name': 'Wrapped Ether', 'symbol': 'WETH'}"
36,0x000300720c33807a7b3ee711aa973a7474e7f54996f9f921d0a21ff36ece4248-32,1157496010487669351,1885.30709735455757546380871321046,1883774218,1883.774218,1674517775,"{'name': 'Wrapped Ether', 'symbol': 'WETH'}","{'name': 'USD Coin', 'symbol': 'USDC'}"
37,0x0003091d8a4d0f6f045542e413922c889039aa834885b9e22fd2bb327162b2d4-104,37111517622300000256,62682.0518868005100616316183171547,62630647482,62630.647482,1676867291,"{'name': 'Wrapped Ether', 'symbol': 'WETH'}","{'name': 'USD Coin', 'symbol': 'USDC'}"
38,0x00030cdb7432ccdafafc334ba7374d82bc90c248cd43d887d381bcdd5954327f-17,2463469618,2463.469618,2044605831764151188,2457.241880647332943225326798336604,1671995411,"{'name': 'USD Coin', 'symbol': 'USDC'}","{'name': 'Wrapped Ether', 'symbol': 'WETH'}"
39,0x0003126decf8b23dd624a5887fdf38ab955870bbdf7e8b31a7819a73e3d56cb4-135,1011075000000000000,1227.064967051691519853785195301846,1227497302,1227.497302,1668604391,"{'name': 'Wrapped Ether', 'symbol': 'WETH'}","{'name': 'USD Coin', 'symbol': 'USDC'}"
40,0x0003174be116602d08a9369f666da73317edcdee6c8fcba40c69f31fd676ef3c-348,1117283795202131135,1857.485734651577899154796223969609,1856064056,1856.064056,1676998931,"{'name': 'Wrapped Ether', 'symbol': 'WETH'}","{'name': 'USD Coin', 'symbol': 'USDC'}"
41,0x00034570969b2d3139c60f1f0e9c278881e19c86b12940a2fab8f353f4171ebf-203,91948671224,91948.671224,59089499156165231960,91849.56685955868653799392335586442,1674158867,"{'name': 'USD Coin', 'symbol': 'USDC'}","{'name': 'Wrapped Ether', 'symbol': 'WETH'}"
42,0x00037cbcf8a1d38a7277f8e4dab3ed5e9ca29959bb13534d14581df2b3615a7b-215,5000000000,5000,4568903685867950012,4935.113661628706988594489622024252,1669121279,"{'name': 'USD Coin', 'symbol': 'USDC'}","{'name': 'Wrapped Ether', 'symbol': 'WETH'}"
43,0x000385236b773e6ef3b9d4fc4cff7e8e904c67d99c672354b6da523fa7e61bfe-254,200000000000000000,314.881706889972581875426507916693,315441773,315.441773,1675202975,"{'name': 'Wrapped Ether', 'symbol': 'WETH'}","{'name': 'USD Coin', 'symbol': 'USDC'}"
44,0x000388e7c7e5a5483fc1cc0b06a1f47f4696162becc4e31c7e4f1f7bd44eda6d-32,54821367652710738152,70561.78919821249295587817540921597,70692889520,70692.88952,1669864859,"{'name': 'Wrapped Ether', 'symbol': 'WETH'}","{'name': 'USD Coin', 'symbol': 'USDC'}"
45,0x00038b2e69d8990f728c32262d9a9df86498659f501d3ec8ceee9d33a2b421f7-76,295000000,295,180779303637153529,294.9868181521293845772488862693362,1675929275,"{'name': 'USD Coin', 'symbol': 'USDC'}","{'name': 'Wrapped Ether', 'symbol': 'WETH'}"
